Internship_ID,Company_Name,Sector,Smart_City_Assigned,Fallback_City,Domain,Required_Skills,Required_Language,Location,Capacity,Reserved_Seats,Rural_Urban_Distribution,Duration,Stipend,Mode,Type,Minimum_Qualification,Min_CGPA,Eligibility_Stream,Application_Deadline
I1407,Zomato,Smart Mobility,Jaipur,Delhi,Mobility,IoT,English,Jaipur,58,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 40, 'Rural': 18}",3 months,5000,Offline,NGO,PhD,6.5,"Arts, Management",2025-10-21
I1408,Infosys,IT,Chandigarh,Delhi,Waste Management,"Blockchain, SQL, Public Policy, Java",Regional,Chandigarh,30,"{'GEN': 15, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 21, 'Rural': 9}",4 months,15000,Hybrid,Corporate,PhD,7.8,"Engineering, Science",2025-10-02
I1409,NTPC,Energy,Bangalore,Mysuru,Energy,"Python, Java, C++",Regional,Bangalore,46,"{'GEN': 23, 'OBC': 12, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 32, 'Rural': 14}",3 months,10000,Online,NGO,PhD,7.6,"Science, Engineering",2025-11-19
I1410,PhonePe,Finance,Chandigarh,Delhi,Waste Management,"Finance, Java, Web Dev, Cybersecurity",Hindi,Chandigarh,39,"{'GEN': 19, 'OBC': 10, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 27, 'Rural': 12}",6 months,10000,Hybrid,Government,UG,7.6,"Engineering, Science",2025-11-14
I1411,Infosys,IT,Guwahati,Kolkata,Mobility,"App Dev, Blockchain, SQL",Hindi,Guwahati,27,"{'GEN': 13, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 18, 'Rural': 9}",2 months,8000,Online,Corporate,UG,6.4,"Commerce, Management",2025-11-25
I1412,Paytm,Finance,Bangalore,Mysuru,Water Supply,Finance,Hindi,Bangalore,35,"{'GEN': 17, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 24, 'Rural': 11}",3 months,5000,Online,Government,UG,8.3,"Management, Commerce",2025-12-03
I1413,ISRO,Research,Hyderabad,Warangal,Mobility,"Cybersecurity, App Dev, Cloud",Hindi,Hyderabad,46,"{'GEN': 23, 'OBC': 12, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 32, 'Rural': 14}",2 months,5000,Online,Government,PhD,7.0,"Science, Engineering",2025-10-12
I1414,OYO,E-Governance,Mumbai,Pune,E-Governance,"C++, Public Policy",Regional,Mumbai,30,"{'GEN': 15, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 21, 'Rural': 9}",6 months,0,Offline,Corporate,PhD,7.0,"Management, Commerce",2025-10-01
I1415,NTPC,Energy,Bhopal,Indore,Energy,"SQL, Cloud, IoT, Public Policy",Hindi,Bhopal,42,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 29, 'Rural': 13}",2 months,8000,Hybrid,NGO,PhD,6.8,"Engineering, Science",2025-10-01
I1416,HAL,Manufacturing,Bhopal,Indore,Energy,"Java, Cloud, C++, Blockchain",English,Bhopal,36,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 25, 'Rural': 11}",3 months,5000,Offline,NGO,PG,6.2,"Science, Engineering",2025-10-25
I1417,Maruti Suzuki,Manufacturing,Chennai,Coimbatore,Energy,"Cybersecurity, Blockchain, Marketing",Regional,Chennai,26,"{'GEN': 13, 'OBC': 7, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 18, 'Rural': 8}",4 months,15000,Online,Corporate,UG,7.8,"Engineering, Science",2025-09-19
I1418,Fortis Healthcare,Healthcare,Kolkata,Durgapur,Healthcare,"Cybersecurity, IoT",English,Kolkata,28,"{'GEN': 14, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 19, 'Rural': 9}",3 months,10000,Offline,Research,PG,7.3,"Management, Commerce",2025-10-30
I1419,Google India,IT,Guwahati,Kolkata,Water Supply,"App Dev, SQL",Hindi,Guwahati,26,"{'GEN': 13, 'OBC': 7, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 18, 'Rural': 8}",2 months,0,Offline,NGO,UG,6.1,"Arts, Management",2025-11-05
I1420,Adobe India,IT,Guwahati,Kolkata,Mobility,"AI, SQL, Finance, Python",Hindi,Guwahati,25,"{'GEN': 12, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 3}","{'Urban': 17, 'Rural': 8}",2 months,0,Hybrid,NGO,PhD,7.4,"Commerce, Management",2025-11-25
I1421,DRDO,Research,Hyderabad,Warangal,Energy,"Public Policy, Data Science",Hindi,Hyderabad,48,"{'GEN': 24, 'OBC': 12, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 33, 'Rural': 15}",4 months,0,Offline,NGO,PG,7.1,"Science, Engineering",2025-11-05
I1422,ISRO,Research,Patna,Gaya,Energy,Finance,English,Patna,48,"{'GEN': 24, 'OBC': 12, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 33, 'Rural': 15}",4 months,15000,Offline,Research,PhD,7.0,"Commerce, Management",2025-11-13
I1423,Tata Consultancy Services,IT,Delhi,Gurugram,Water Supply,Python,Hindi,Delhi,58,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 40, 'Rural': 18}",4 months,5000,Online,Research,PG,6.0,"Arts, Management",2025-12-02
I1424,IBM India,IT,Ahmedabad,Surat,Healthcare,"Finance, AI",English,Ahmedabad,41,"{'GEN': 20, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 28, 'Rural': 13}",2 months,8000,Offline,Research,PG,6.7,"Science, Engineering",2025-10-04
I1425,Tech Mahindra,IT,Bangalore,Mysuru,Mobility,IoT,Regional,Bangalore,27,"{'GEN': 13, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 18, 'Rural': 9}",3 months,10000,Hybrid,Research,PG,7.3,"Commerce, Management",2025-10-21
I1426,NTPC,Energy,Nagpur,Chennai,Energy,C++,English,Nagpur,20,"{'GEN': 10, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 1}","{'Urban': 14, 'Rural': 6}",4 months,15000,Online,Government,PG,7.9,"Arts, Management",2025-09-17
I1427,Apollo Hospitals,Healthcare,Surat,Vadodara,Healthcare,"C++, Finance",English,Surat,37,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 25, 'Rural': 12}",2 months,0,Offline,Research,PG,6.3,"Arts, Management",2025-10-09
I1428,Tata Motors,Manufacturing,Bhopal,Indore,Water Supply,"Web Dev, Cloud, C++",English,Bhopal,41,"{'GEN': 20, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 28, 'Rural': 13}",4 months,5000,Online,Government,PhD,6.7,"Commerce, Management",2025-09-23
I1429,DRDO,Research,Surat,Vadodara,Energy,"Python, Cloud, Data Science, Cybersecurity",Hindi,Surat,47,"{'GEN': 23, 'OBC': 12, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 32, 'Rural': 15}",6 months,10000,Hybrid,Research,UG,7.8,"Science, Engineering",2025-10-20
I1430,Mahindra & Mahindra,Manufacturing,Hyderabad,Warangal,Mobility,"Finance, Python, Marketing",Hindi,Hyderabad,34,"{'GEN': 17, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 1}","{'Urban': 23, 'Rural': 11}",4 months,10000,Hybrid,Government,UG,7.2,"Commerce, Management",2025-10-11
I1431,ICICI Bank,Finance,Mumbai,Pune,Healthcare,"ML, AI",Hindi,Mumbai,28,"{'GEN': 14, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 19, 'Rural': 9}",4 months,15000,Online,Research,PhD,6.5,"Engineering, Science",2025-11-29
I1432,DRDO,Research,Indore,Bhopal,Water Supply,Data Science,Regional,Indore,20,"{'GEN': 10, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 1}","{'Urban': 14, 'Rural': 6}",4 months,8000,Online,NGO,UG,7.1,"Science, Engineering",2025-12-06
I1433,BYJU'S,Education,Pune,Mumbai,Education,"Marketing, C++",Regional,Pune,54,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 37, 'Rural': 17}",2 months,0,Offline,Research,PhD,8.4,"Management, Commerce",2025-11-02
I1434,Tata Motors,Manufacturing,Surat,Vadodara,Healthcare,"Python, C++",English,Surat,56,"{'GEN': 28, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 39, 'Rural': 17}",6 months,15000,Hybrid,Government,PhD,8.0,"Engineering, Science",2025-12-03
I1435,Fortis Healthcare,Healthcare,Jaipur,Delhi,Healthcare,"App Dev, Web Dev, Java, Blockchain",Hindi,Jaipur,60,"{'GEN': 30, 'OBC': 16, 'SC': 9, 'ST': 4, 'EWS': 1}","{'Urban': 42, 'Rural': 18}",6 months,8000,Online,Government,PhD,6.3,"Engineering, Science",2025-10-05
I1436,Zomato,Smart Mobility,Kolkata,Durgapur,Mobility,"Blockchain, Java, Python",Hindi,Kolkata,37,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 25, 'Rural': 12}",6 months,10000,Offline,NGO,PhD,7.5,"Commerce, Management",2025-11-13
I1437,PhonePe,Finance,Nagpur,Delhi,Mobility,SQL,English,Nagpur,59,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 3}","{'Urban': 41, 'Rural': 18}",6 months,5000,Hybrid,Government,UG,8.0,"Arts, Management",2025-11-16
I1438,HDFC Bank,Finance,Bangalore,Mysuru,Healthcare,Python,Regional,Bangalore,43,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 30, 'Rural': 13}",3 months,10000,Hybrid,Government,PG,6.7,"Engineering, Science",2025-11-23
I1439,Adobe India,IT,Mumbai,Pune,Mobility,"SQL, App Dev, Public Policy, C++",English,Mumbai,31,"{'GEN': 15, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 21, 'Rural': 10}",2 months,10000,Offline,Research,UG,8.2,"Science, Engineering",2025-11-21
I1440,Maruti Suzuki,Manufacturing,Chennai,Coimbatore,Waste Management,C++,English,Chennai,50,"{'GEN': 25, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 35, 'Rural': 15}",3 months,15000,Hybrid,Research,UG,7.2,"Engineering, Science",2025-10-07
I1441,ONGC,Energy,Chennai,Coimbatore,Energy,"Web Dev, Java, Python",Hindi,Chennai,47,"{'GEN': 23, 'OBC': 12, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 32, 'Rural': 15}",4 months,8000,Offline,Government,PG,7.3,"Commerce, Management",2025-10-02
I1442,BYJU'S,Education,Noida,Delhi,Education,"ML, Blockchain, Java, Cloud",Hindi,Noida,55,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 38, 'Rural': 17}",3 months,15000,Offline,Government,UG,6.8,"Science, Engineering",2025-11-07
I1443,ICICI Bank,Finance,Pune,Mumbai,Energy,"Blockchain, AI, Web Dev, Cybersecurity",Hindi,Pune,54,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 37, 'Rural': 17}",4 months,5000,Offline,Corporate,UG,7.7,"Commerce, Management",2025-10-15
I1444,Adobe India,IT,Jaipur,Delhi,Energy,"Cybersecurity, Web Dev, Python",English,Jaipur,60,"{'GEN': 30, 'OBC': 16, 'SC': 9, 'ST': 4, 'EWS': 1}","{'Urban': 42, 'Rural': 18}",6 months,8000,Offline,NGO,PG,8.3,"Management, Commerce",2025-11-17
I1445,HDFC Bank,Finance,Surat,Vadodara,Mobility,"Public Policy, C++",Hindi,Surat,32,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 22, 'Rural': 10}",6 months,0,Hybrid,Government,UG,6.9,"Science, Engineering",2025-10-15
I1446,Mahindra & Mahindra,Manufacturing,Chennai,Coimbatore,Waste Management,Web Dev,Regional,Chennai,22,"{'GEN': 11, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 15, 'Rural': 7}",3 months,10000,Online,Government,UG,7.7,"Management, Commerce",2025-10-26
I1447,Maruti Suzuki,Manufacturing,Surat,Vadodara,Waste Management,"Python, Blockchain",Regional,Surat,33,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 3}","{'Urban': 23, 'Rural': 10}",2 months,15000,Online,Corporate,PhD,7.4,"Arts, Management",2025-09-22
I1448,BYJU'S,Education,Hyderabad,Warangal,Education,"SQL, C++",Hindi,Hyderabad,58,"{'GEN': 29, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 40, 'Rural': 18}",4 months,10000,Offline,Corporate,PG,7.8,"Management, Commerce",2025-10-12
I1449,Ola,Smart Mobility,Chandigarh,Delhi,Mobility,Java,Regional,Chandigarh,46,"{'GEN': 23, 'OBC': 12, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 32, 'Rural': 14}",2 months,5000,Online,Corporate,PhD,6.9,"Engineering, Science",2025-11-25
I1450,Apollo Hospitals,Healthcare,Jaipur,Delhi,Healthcare,"Finance, Public Policy, SQL, Web Dev",Hindi,Jaipur,54,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 37, 'Rural': 17}",3 months,0,Online,Research,PG,7.0,"Engineering, Science",2025-09-29
I1451,Tata Consultancy Services,IT,Nagpur,Hyderabad,Waste Management,ML,Regional,Nagpur,40,"{'GEN': 20, 'OBC': 10, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 28, 'Rural': 12}",4 months,0,Online,NGO,UG,6.1,"Management, Commerce",2025-10-18
I1452,HAL,Manufacturing,Delhi,Gurugram,Waste Management,C++,Hindi,Delhi,28,"{'GEN': 14, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 19, 'Rural': 9}",2 months,0,Hybrid,Research,PhD,8.4,"Management, Commerce",2025-11-24
I1453,Wipro,IT,Indore,Bhopal,Governance,"IoT, App Dev, Blockchain, C++",Hindi,Indore,41,"{'GEN': 20, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 28, 'Rural': 13}",3 months,5000,Hybrid,Government,UG,6.8,"Science, Engineering",2025-10-21
I1454,IBM India,IT,Mumbai,Pune,Healthcare,"SQL, Java, App Dev, Web Dev",English,Mumbai,21,"{'GEN': 10, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 14, 'Rural': 7}",3 months,8000,Hybrid,NGO,UG,7.6,"Management, Commerce",2025-10-29
I1455,ISRO,Research,Mumbai,Pune,Mobility,"Web Dev, Data Science",English,Mumbai,20,"{'GEN': 10, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 1}","{'Urban': 14, 'Rural': 6}",2 months,8000,Offline,NGO,UG,6.6,"Science, Engineering",2025-09-20
I1456,Paytm,Finance,Hyderabad,Warangal,Energy,"Cybersecurity, IoT, AI",Regional,Hyderabad,60,"{'GEN': 30, 'OBC': 16, 'SC': 9, 'ST': 4, 'EWS': 1}","{'Urban': 42, 'Rural': 18}",4 months,0,Online,Research,PhD,6.7,"Management, Commerce",2025-10-08
I1457,Flipkart,E-Governance,Indore,Bhopal,E-Governance,Python,Regional,Indore,23,"{'GEN': 11, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 7}",6 months,10000,Online,Research,PG,7.8,"Engineering, Science",2025-11-29
I1458,ISRO,Research,Chennai,Coimbatore,Energy,Finance,Regional,Chennai,26,"{'GEN': 13, 'OBC': 7, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 18, 'Rural': 8}",6 months,15000,Online,Research,PhD,6.6,"Arts, Management",2025-09-30
I1459,Flipkart,E-Governance,Chandigarh,Delhi,E-Governance,"Cybersecurity, C++, SQL, Finance",Hindi,Chandigarh,46,"{'GEN': 23, 'OBC': 12, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 32, 'Rural': 14}",2 months,5000,Offline,Corporate,PhD,7.4,"Engineering, Science",2025-10-30
I1460,BYJU'S,Education,Delhi,Gurugram,Education,"ML, Public Policy",Hindi,Delhi,22,"{'GEN': 11, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 15, 'Rural': 7}",6 months,8000,Hybrid,Government,PhD,7.0,"Arts, Management",2025-10-27
I1461,Adobe India,IT,Gurugram,Bangalore,Waste Management,"Finance, C++, Web Dev, Public Policy",Hindi,Gurugram,60,"{'GEN': 30, 'OBC': 16, 'SC': 9, 'ST': 4, 'EWS': 1}","{'Urban': 42, 'Rural': 18}",2 months,8000,Offline,Government,PhD,8.2,"Commerce, Management",2025-11-12
I1462,State Bank of India,Finance,Pune,Mumbai,Waste Management,Public Policy,Hindi,Pune,26,"{'GEN': 13, 'OBC': 7, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 18, 'Rural': 8}",3 months,5000,Offline,Government,UG,6.9,"Engineering, Science",2025-11-03
I1463,ISRO,Research,Jaipur,Delhi,Energy,Marketing,English,Jaipur,27,"{'GEN': 13, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 18, 'Rural': 9}",2 months,0,Hybrid,Government,PhD,6.1,"Engineering, Science",2025-10-03
I1464,Infosys,IT,Indore,Bhopal,Governance,"C++, Data Science, Cloud",Hindi,Indore,60,"{'GEN': 30, 'OBC': 16, 'SC': 9, 'ST': 4, 'EWS': 1}","{'Urban': 42, 'Rural': 18}",6 months,0,Offline,NGO,PhD,7.7,"Management, Commerce",2025-09-25
I1465,Tech Mahindra,IT,Noida,Delhi,Governance,"SQL, Marketing, Cloud",English,Noida,25,"{'GEN': 12, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 3}","{'Urban': 17, 'Rural': 8}",2 months,5000,Offline,NGO,PhD,6.5,"Management, Commerce",2025-10-18
I1466,Apollo Hospitals,Healthcare,Pune,Mumbai,Healthcare,"Cloud, Marketing",Hindi,Pune,51,"{'GEN': 25, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 3}","{'Urban': 35, 'Rural': 16}",3 months,5000,Online,Government,PhD,7.5,"Engineering, Science",2025-11-27
I1467,Wipro,IT,Indore,Bhopal,Energy,Python,Regional,Indore,44,"{'GEN': 22, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 30, 'Rural': 14}",2 months,5000,Online,Research,PG,6.2,"Commerce, Management",2025-11-16
I1468,Wipro,IT,Gurugram,Mumbai,Healthcare,"SQL, Marketing, Finance",English,Gurugram,54,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 37, 'Rural': 17}",6 months,15000,Offline,Research,PhD,8.3,"Management, Commerce",2025-10-11
I1469,Tata Motors,Manufacturing,Bhopal,Indore,Waste Management,"Marketing, ML",English,Bhopal,22,"{'GEN': 11, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 15, 'Rural': 7}",6 months,15000,Hybrid,NGO,PhD,7.8,"Engineering, Science",2025-09-28
I1470,HCLTech,IT,Delhi,Gurugram,Governance,Cloud,English,Delhi,43,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 30, 'Rural': 13}",2 months,8000,Offline,NGO,PG,6.8,"Commerce, Management",2025-09-26
I1471,PhonePe,Finance,Surat,Vadodara,Waste Management,"SQL, AI, Data Science",Regional,Surat,23,"{'GEN': 11, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 16, 'Rural': 7}",2 months,8000,Hybrid,Government,UG,6.4,"Science, Engineering",2025-11-30
I1472,ISRO,Research,Hyderabad,Warangal,Waste Management,Cybersecurity,Hindi,Hyderabad,44,"{'GEN': 22, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 30, 'Rural': 14}",3 months,15000,Hybrid,Research,UG,8.4,"Management, Commerce",2025-11-30
I1473,Swiggy,Smart Mobility,Lucknow,Kanpur,Mobility,"Public Policy, Finance",Regional,Lucknow,54,"{'GEN': 27, 'OBC': 14, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 37, 'Rural': 17}",2 months,8000,Online,Corporate,PhD,6.9,"Engineering, Science",2025-09-28
I1474,ONGC,Energy,Kolkata,Durgapur,Energy,"Blockchain, Marketing, Finance",English,Kolkata,33,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 3}","{'Urban': 23, 'Rural': 10}",4 months,10000,Offline,Corporate,PG,6.0,"Commerce, Management",2025-10-26
I1475,HCLTech,IT,Indore,Bhopal,Energy,Marketing,Hindi,Indore,32,"{'GEN': 16, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 2}","{'Urban': 22, 'Rural': 10}",3 months,8000,Offline,NGO,UG,8.2,"Management, Commerce",2025-09-22
I1476,Maruti Suzuki,Manufacturing,Surat,Vadodara,Energy,"Python, Public Policy, Finance",Regional,Surat,37,"{'GEN': 18, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 25, 'Rural': 12}",2 months,0,Hybrid,NGO,PG,6.4,"Commerce, Management",2025-11-07
I1477,BYJU'S,Education,Nagpur,Hyderabad,Education,"IoT, Java, C++, Cloud",Regional,Nagpur,22,"{'GEN': 11, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 15, 'Rural': 7}",3 months,0,Offline,Corporate,PhD,7.9,"Science, Engineering",2025-11-27
I1478,Mahindra & Mahindra,Manufacturing,Bhopal,Indore,Governance,"Web Dev, Marketing, SQL, Cybersecurity",Regional,Bhopal,60,"{'GEN': 30, 'OBC': 16, 'SC': 9, 'ST': 4, 'EWS': 1}","{'Urban': 42, 'Rural': 18}",4 months,0,Online,Research,PhD,6.7,"Management, Commerce",2025-10-23
I1479,BHEL,Manufacturing,Lucknow,Kanpur,Governance,"Marketing, Cloud, Python",Regional,Lucknow,34,"{'GEN': 17, 'OBC': 9, 'SC': 5, 'ST': 2, 'EWS': 1}","{'Urban': 23, 'Rural': 11}",3 months,8000,Offline,Government,UG,8.5,"Engineering, Science",2025-09-23
I1480,Wipro,IT,Chennai,Coimbatore,Waste Management,Finance,English,Chennai,42,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 29, 'Rural': 13}",3 months,10000,Offline,Research,UG,8.3,"Engineering, Science",2025-12-02
I1481,State Bank of India,Finance,Patna,Gaya,Governance,"AI, Web Dev, Marketing",English,Patna,45,"{'GEN': 22, 'OBC': 12, 'SC': 6, 'ST': 3, 'EWS': 2}","{'Urban': 31, 'Rural': 14}",6 months,0,Hybrid,NGO,PG,7.9,"Commerce, Management",2025-11-22
I1482,BHEL,Manufacturing,Lucknow,Kanpur,Waste Management,"Cloud, App Dev, Java, Data Science",Hindi,Lucknow,22,"{'GEN': 11, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 15, 'Rural': 7}",2 months,5000,Online,Corporate,PG,6.8,"Arts, Management",2025-11-01
I1483,Paytm,Finance,Ahmedabad,Surat,Energy,"Cybersecurity, Marketing, ML",Regional,Ahmedabad,42,"{'GEN': 21, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 29, 'Rural': 13}",6 months,0,Online,Research,UG,6.8,"Science, Engineering",2025-11-29
I1484,Swiggy,Smart Mobility,Noida,Delhi,Mobility,"SQL, ML, Data Science, Cybersecurity",English,Noida,49,"{'GEN': 24, 'OBC': 13, 'SC': 7, 'ST': 3, 'EWS': 2}","{'Urban': 34, 'Rural': 15}",4 months,0,Hybrid,Corporate,PhD,6.5,"Arts, Management",2025-10-23
I1485,NTPC,Energy,Guwahati,Kolkata,Energy,Public Policy,Hindi,Guwahati,39,"{'GEN': 19, 'OBC': 10, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 27, 'Rural': 12}",4 months,0,Online,Research,PG,8.1,"Management, Commerce",2025-11-15
I1486,Paytm,Finance,Noida,Delhi,Energy,Public Policy,English,Noida,21,"{'GEN': 10, 'OBC': 5, 'SC': 3, 'ST': 1, 'EWS': 2}","{'Urban': 14, 'Rural': 7}",6 months,8000,Online,Government,PhD,7.7,"Science, Engineering",2025-12-02
I1487,Google India,IT,Chennai,Coimbatore,Energy,"ML, Cybersecurity, Web Dev",Regional,Chennai,39,"{'GEN': 19, 'OBC': 10, 'SC': 5, 'ST': 2, 'EWS': 3}","{'Urban': 27, 'Rural': 12}",3 months,10000,Online,Government,UG,6.5,"Arts, Management",2025-11-28
I1488,Flipkart,E-Governance,Chennai,Coimbatore,E-Governance,"AI, Cloud",Regional,Chennai,25,"{'GEN': 12, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 3}","{'Urban': 17, 'Rural': 8}",6 months,0,Hybrid,NGO,PG,7.7,"Commerce, Management",2025-09-25
I1489,Flipkart,E-Governance,Ahmedabad,Surat,E-Governance,SQL,English,Ahmedabad,25,"{'GEN': 12, 'OBC': 6, 'SC': 3, 'ST': 1, 'EWS': 3}","{'Urban': 17, 'Rural': 8}",2 months,5000,Hybrid,Corporate,UG,6.0,"Engineering, Science",2025-11-21
I1490,Tech Mahindra,IT,Delhi,Gurugram,Mobility,"AI, Cybersecurity",Regional,Delhi,27,"{'GEN': 13, 'OBC': 7, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 18, 'Rural': 9}",3 months,0,Online,Research,PG,7.0,"Management, Commerce",2025-11-19
I1491,BYJU'S,Education,Lucknow,Kanpur,Education,"AI, IoT",Regional,Lucknow,56,"{'GEN': 28, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 1}","{'Urban': 39, 'Rural': 17}",4 months,5000,Offline,NGO,UG,6.0,"Science, Engineering",2025-10-09
I1492,ONGC,Energy,Delhi,Gurugram,Energy,"Public Policy, Java",Hindi,Delhi,57,"{'GEN': 28, 'OBC': 15, 'SC': 8, 'ST': 4, 'EWS': 2}","{'Urban': 39, 'Rural': 18}",6 months,15000,Online,Corporate,PG,7.3,"Commerce, Management",2025-10-01
I1493,Mahindra & Mahindra,Manufacturing,Delhi,Gurugram,Healthcare,Public Policy,English,Delhi,38,"{'GEN': 19, 'OBC': 10, 'SC': 5, 'ST': 2, 'EWS': 2}","{'Urban': 26, 'Rural': 12}",3 months,5000,Online,Government,UG,7.9,"Commerce, Management",2025-09-21
I1494,IBM India,IT,Pune,Mumbai,Waste Management,"AI, Public Policy",English,Pune,41,"{'GEN': 20, 'OBC': 11, 'SC': 6, 'ST': 3, 'EWS': 1}","{'Urban': 28, 'Rural': 13}",4 months,10000,Hybrid,NGO,PhD,6.1,"Management, Commerce",2025-11-18
I1495,BYJU'S,Education,Gurugram,Chennai,Education,"Web Dev, Public Policy, Finance, App Dev",Hindi,Gurugram,30,"{'GEN': 15, 'OBC': 8, 'SC': 4, 'ST': 2, 'EWS': 1}","{'Urban': 21, 'Rural': 9}",4 months,10000,Hybrid,Research,PhD,7.3,"Commerce, Management",2025-12-03
